"","Spell","Rune"
"3003","Fetish Army","Legion of Daggers"
"3004","Summon Zombie Dogs","Final Gift"
"3005","Spirit Walk","Jaunt"
"3006","Big Bad Voodoo","Slam Dance"
"3007","Pierce the Veil","Passive"
"3008","Fetish Sycophants","Passive"
"3009","Gruesome Feast","Passive"
"3010","Grave Injustice","Passive"
"3011","Mass Confusion","Paranoia"
"3012","Piranhas","Piranhado"
"3013","Spirit Walk","Jaunt"
"3014","Horrify","Face of Death"
"3015","Fetish Army","Legion of Daggers"
"3016","Big Bad Voodoo","Slam Dance"
"3017","Tribal Rites","Passive"
"3018","Fetish Sycophants","Passive"
"3019","Pierce the Veil","Passive"
"3020","Spirit Vessel","Passive"
"3021","Haunt","Resentful Spirits"
"3022","Locust Swarm","Pestilence"
"3023","Soul Harvest","Swallow Your Soul"
"3024","Spirit Walk","Jaunt"
"3025","Piranhas","Piranhado"
"3026","Horrify","Face of Death"
"3027","Pierce the Veil","Passive"
"3028","Grave Injustice","Passive"
"3029","Spirit Vessel","Passive"
"3030","Creeping Death","Passive"
"3031","Plague of Toads","Rain of Toads"
"3032","Piranhas","Frozen Piranhas"
"3033","Gargantuan","Wrathful Protector"
"3034","Fetish Army","Legion of Daggers"
"3035","Spirit Walk","Jaunt"
"3036","Big Bad Voodoo","Slam Dance"
"3037","Circle of Life","Passive"
"3038","Midnight Feast","Passive"
"3039","Fetish Sycophants","Passive"
"3040","Pierce the Veil","Passive"
"3041","Haunt","Resentful Spirits"
"3042","Locust Swarm","Pestilence"
"3043","Spirit Walk","Jaunt"
"3044","Soul Harvest","Siphon"
"3045","Piranhas","Piranhado"
"3046","Horrify","Stalker"
"3047","Grave Injustice","Passive"
"3048","Spirit Vessel","Passive"
"3049","Creeping Death","Passive"
"3050","Gruesome Feast","Passive"
"3051","Plague of Toads","Rain of Toads"
"3052","Fetish Army","Legion of Daggers"
"3053","Sacrifice","Provoke the Pack"
"3054","Spirit Walk","Healing Journey"
"3055","Horrify","Face of Death"
"3056","Big Bad Voodoo","Slam Dance"
"3057","Pierce the Veil","Passive"
"3058","Fetish Sycophants","Passive"
"3059","Gruesome Feast","Passive"
"3060","Spirit Vessel","Passive"
"3061","Big Bad Voodoo","Slam Dance"
"3062","Plague of Toads","Rain of Toads"
"3063","Spirit Walk","Jaunt"
"3064","Piranhas","Frozen Piranhas"
"3065","Fetish Army","Legion of Daggers"
"3066","Summon Zombie Dogs","Rabid Dogs"
"3067","Fetish Sycophants","Passive"
"3068","Pierce the Veil","Passive"
"3069","Fierce Loyalty","Passive"
"3070","Midnight Feast","Passive"
"3071","Plague of Toads","Rain of Toads"
"3072","Summon Zombie Dogs","Leeching Beasts"
"3073","Gargantuan","Restless Giant"
"3074","Spirit Walk","Jaunt"
"3075","Fetish Army","Legion of Daggers"
"3076","Big Bad Voodoo","Slam Dance"
"3077","Rush of Essence","Passive"
"3078","Grave Injustice","Passive"
"3079","Midnight Feast","Passive"
"3080","Pierce the Veil","Passive"
"3081","Locust Swarm","Pestilence"
"3082","Corpse Spiders","Leaping Spiders"
"3083","Big Bad Voodoo","Slam Dance"
"3084","Summon Zombie Dogs","Leeching Beasts"
"3085","Spirit Walk","Healing Journey"
"3086","Fetish Army","Legion of Daggers"
"3087","Fierce Loyalty","Passive"
"3088","Fetish Sycophants","Passive"
"3089","Pierce the Veil","Passive"
"3090","Gruesome Feast","Passive"
"3091","Piranhas","Piranhado"
"3092","Locust Swarm","Pestilence"
"3093","Spirit Walk","Jaunt"
"3094","Soul Harvest","Siphon"
"3095","Horrify","Frightening Aspect"
"3096","Haunt","Resentful Spirits"
"3097","Pierce the Veil","Passive"
"3098","Grave Injustice","Passive"
"3099","Creeping Death","Passive"
"3100","Spirit Vessel","Passive"
"3101","Plague of Toads","Rain of Toads"
"3102","Piranhas","Frozen Piranhas"
"3103","Spirit Walk","Jaunt"
"3104","Big Bad Voodoo","Slam Dance"
"3105","Summon Zombie Dogs","Rabid Dogs"
"3106","Fetish Army","Legion of Daggers"
"3107","Midnight Feast","Passive"
"3108","Gruesome Feast","Passive"
"3109","Fetish Sycophants","Passive"
"3110","Pierce the Veil","Passive"
"3111","Poison Dart","Spined Dart"
"3112","Big Bad Voodoo","Slam Dance"
"3113","Fetish Army","Head Hunters"
"3114","Spirit Walk","Jaunt"
"3115","Summon Zombie Dogs","Rabid Dogs"
"3116","Gargantuan","Wrathful Protector"
"3117","Zombie Handler","Passive"
"3118","Fetish Sycophants","Passive"
"3119","Pierce the Veil","Passive"
"3120","Midnight Feast","Passive"
"3121","Plague of Toads","Rain of Toads"
"3122","Spirit Walk","Jaunt"
"3123","Fetish Army","Legion of Daggers"
"3124","Piranhas","Piranhado"
"3125","Sacrifice","Provoke the Pack"
"3126","Big Bad Voodoo","Slam Dance"
"3127","Gruesome Feast","Passive"
"3128","Grave Injustice","Passive"
"3129","Fierce Loyalty","Passive"
"3130","Fetish Sycophants","Passive"
"3131","Haunt","Resentful Spirits"
"3132","Locust Swarm","Pestilence"
"3133","Spirit Walk","Jaunt"
"3134","Soul Harvest","Siphon"
"3135","Horrify","Piranhas"
"3136","Piranhado","Pierce the Veil"
"3137","Grave Injustice","Passive"
"3138","Creeping Death","Passive"
"3139","Spirit Vessel","Passive"
"3140",NA,"Passive"
"3141","Plague of Toads","Rain of Toads"
"3142","Piranhas","Wave of Mutilation"
"3143","Spirit Walk","Jaunt"
"3144","Fetish Army","Legion of Daggers"
"3145","Sacrifice","Provoke the Pack"
"3146","Big Bad Voodoo","Slam Dance"
"3147","Pierce the Veil","Passive"
"3148","Gruesome Feast","Passive"
"3149","Grave Injustice","Passive"
"3150","Fetish Sycophants","Passive"
"3151","Plague of Toads","Rain of Toads"
"3152","Big Bad Voodoo","Slam Dance"
"3153","Spirit Walk","Jaunt"
"3154","Fetish Army","Legion of Daggers"
"3155","Piranhas","Piranhado"
"3156","Soul Harvest","Vengeful Spirit"
"3157","Pierce the Veil","Passive"
"3158","Fetish Sycophants","Passive"
"3159","Grave Injustice","Passive"
"3160","Gruesome Feast","Passive"
"3161","Plague of Toads","Rain of Toads"
"3162","Sacrifice","Provoke the Pack"
"3163","Spirit Walk","Jaunt"
"3164","Piranhas","Frozen Piranhas"
"3165","Fetish Army","Legion of Daggers"
"3166","Big Bad Voodoo","Slam Dance"
"3167","Pierce the Veil","Passive"
"3168","Gruesome Feast","Passive"
"3169","Fetish Sycophants","Passive"
"3170","Fierce Loyalty","Passive"
"3171","Piranhas","Piranhado"
"3172","Plague of Toads","Rain of Toads"
"3173","Spirit Walk","Jaunt"
"3174","Summon Zombie Dogs","Burning Dogs"
"3175","Fetish Army","Tiki Torchers"
"3176","Big Bad Voodoo","Slam Dance"
"3177","Fetish Sycophants","Passive"
"3178","Pierce the Veil","Passive"
"3179","Fierce Loyalty","Passive"
"3180","Gruesome Feast","Passive"
"3181","Locust Swarm","Pestilence"
"3182","Piranhas","Piranhado"
"3183","Spirit Walk","Jaunt"
"3184","Haunt","Resentful Spirits"
"3185","Soul Harvest","Siphon"
"3186","Horrify","Stalker"
"3187","Grave Injustice","Passive"
"3188","Pierce the Veil","Passive"
"3189","Creeping Death","Passive"
"3190","Spirit Vessel","Passive"
"3191","Plague of Toads","Rain of Toads"
"3192","Fetish Army","Legion of Daggers"
"3193","Spirit Walk","Jaunt"
"3194","Horrify","Stalker"
"3195","Big Bad Voodoo","Slam Dance"
"3196","Sacrifice","Provoke the Pack"
"3197","Pierce the Veil","Passive"
"3198","Fetish Sycophants","Passive"
"3199","Spirit Vessel","Passive"
"3200","Fierce Loyalty","Passive"
"3201","Plague of Toads","Rain of Toads"
"3202","Big Bad Voodoo","Slam Dance"
"3203","Spirit Walk","Jaunt"
"3204","Summon Zombie Dogs","Leeching Beasts"
"3205","Piranhas","Frozen Piranhas"
"3206","Fetish Army","Legion of Daggers"
"3207","Fetish Sycophants","Passive"
"3208","Midnight Feast","Passive"
"3209","Pierce the Veil","Passive"
"3210","Zombie Handler","Passive"
"3211","Sacrifice","Provoke the Pack"
"3212","Plague of Toads","Rain of Toads"
"3213","Fetish Army","Legion of Daggers"
"3214","Piranhas","Piranhado"
"3215","Spirit Walk","Jaunt"
"3216","Big Bad Voodoo","Slam Dance"
"3217","Pierce the Veil","Passive"
"3218","Fierce Loyalty","Passive"
"3219","Fetish Sycophants","Passive"
"3220","Gruesome Feast","Passive"
"3221","Haunt","Resentful Spirits"
"3222","Locust Swarm","Pestilence"
"3223","Soul Harvest","Siphon"
"3224","Spirit Walk","Jaunt"
"3225","Piranhas","Piranhado"
"3226","Horrify","Frightening Aspect"
"3227","Pierce the Veil","Passive"
"3228","Jungle Fortitude","Passive"
"3229","Tribal Rites","Passive"
"3230","Creeping Death","Passive"
"3231","Plague of Toads","Rain of Toads"
"3232","Sacrifice","Provoke the Pack"
"3233","Horrify","Face of Death"
"3234","Fetish Army","Legion of Daggers"
"3235","Spirit Walk","Jaunt"
"3236","Big Bad Voodoo","Slam Dance"
"3237","Spirit Vessel","Passive"
"3238","Fetish Sycophants","Passive"
"3239","Pierce the Veil","Passive"
"3240","Gruesome Feast","Passive"
"3241","Plague of Toads","Rain of Toads"
"3242","Piranhas","Piranhado"
"3243","Spirit Walk","Jaunt"
"3244","Fetish Army","Legion of Daggers"
"3245","Big Bad Voodoo","Slam Dance"
"3246","Summon Zombie Dogs","Life Link"
"3247","Pierce the Veil","Passive"
"3248","Fetish Sycophants","Passive"
"3249","Grave Injustice","Passive"
"3250","Fierce Loyalty","Passive"
"3251","Haunt","Resentful Spirits"
"3252","Locust Swarm","Pestilence"
"3253","Horrify","Frightening Aspect"
"3254","Spirit Walk","Jaunt"
"3255","Piranhas","Piranhado"
"3256","Soul Harvest","Siphon"
"3257","Grave Injustice","Passive"
"3258","Pierce the Veil","Passive"
"3259","Creeping Death","Passive"
"3260","Spirit Vessel","Passive"
"3261","Haunt","Resentful Spirits"
"3262","Locust Swarm","Devouring Swarm"
"3263","Spirit Walk","Jaunt"
"3264","Soul Harvest","Siphon"
"3265","Piranhas","Piranhado"
"3266","Horrify","Face of Death"
"3267","Pierce the Veil","Passive"
"3268","Creeping Death","Passive"
"3269","Grave Injustice","Passive"
"3270","Spirit Vessel","Passive"
"3271","Piranhas","Piranhado"
"3272","Plague of Toads","Rain of Toads"
"3273","Spirit Walk","Jaunt"
"3274","Big Bad Voodoo","Slam Dance"
"3275","Summon Zombie Dogs","Leeching Beasts"
"3276","Fetish Army","Legion of Daggers"
"3277","Jungle Fortitude","Passive"
"3278","Zombie Handler","Passive"
"3279","Fetish Sycophants","Passive"
"3280","Pierce the Veil","Passive"
"3281","Haunt","Resentful Spirits"
"3282","Locust Swarm","Pestilence"
"3283","Spirit Walk","Jaunt"
"3284","Horrify","Frightening Aspect"
"3285","Piranhas","Piranhado"
"3286","Soul Harvest","Siphon"
"3287","Creeping Death","Passive"
"3288","Zombie Handler","Passive"
"3289","Grave Injustice","Passive"
"3290","Spirit Vessel","Passive"
"3291","Piranhas","Piranhado"
"3292","Haunt","Resentful Spirits"
"3293","Horrify","Frightening Aspect"
"3294","Locust Swarm","Pestilence"
"3295","Soul Harvest","Siphon"
"3296","Spirit Walk","Jaunt"
"3297","Spirit Vessel","Passive"
"3298","Creeping Death","Passive"
"3299","Grave Injustice","Passive"
"3300","Pierce the Veil","Passive"
"3301","Plague of Toads","Rain of Toads"
"3302","Sacrifice","Provoke the Pack"
"3303","Spirit Walk","Jaunt"
"3304","Horrify","Face of Death"
"3305","Fetish Army","Legion of Daggers"
"3306","Big Bad Voodoo","Slam Dance"
"3307","Pierce the Veil","Passive"
"3308","Fetish Sycophants","Passive"
"3309","Spirit Vessel","Passive"
"3310","Gruesome Feast","Passive"
"3311","Plague of Toads","Rain of Toads"
"3312","Big Bad Voodoo","Slam Dance"
"3313","Summon Zombie Dogs","Rabid Dogs"
"3314","Spirit Walk","Healing Journey"
"3315","Fetish Army","Legion of Daggers"
"3316","Piranhas","Piranhado"
"3317","Fetish Sycophants","Passive"
"3318","Midnight Feast","Passive"
"3319","Fierce Loyalty","Passive"
"3320","Pierce the Veil","Passive"
"3321","Plague of Toads","Rain of Toads"
"3322","Sacrifice","Provoke the Pack"
"3323","Fetish Army","Legion of Daggers"
"3324","Piranhas","Piranhado"
"3325","Spirit Walk","Jaunt"
"3326","Big Bad Voodoo","Slam Dance"
"3327","Fetish Sycophants","Passive"
"3328","Spirit Vessel","Passive"
"3329","Grave Injustice","Passive"
"3330","Pierce the Veil","Passive"
"3331","Haunt","Resentful Spirits"
"3332","Locust Swarm","Pestilence"
"3333","Spirit Walk","Jaunt"
"3334","Soul Harvest","Siphon"
"3335","Horrify","Stalker"
"3336","Piranhas","Frozen Piranhas"
"3337","Spirit Vessel","Passive"
"3338","Grave Injustice","Passive"
"3339","Pierce the Veil","Passive"
"3340","Creeping Death","Passive"
"3341","Haunt","Resentful Spirits"
"3342","Locust Swarm","Pestilence"
"3343","Soul Harvest","Siphon"
"3344","Piranhas","Piranhado"
"3345","Spirit Walk","Jaunt"
"3346","Summon Zombie Dogs","Life Link"
"3347","Pierce the Veil","Passive"
"3348","Grave Injustice","Passive"
"3349","Spirit Vessel","Passive"
"3350","Creeping Death","Passive"
"3351","Plague of Toads","Rain of Toads"
"3352","Sacrifice","Provoke the Pack"
"3353","Spirit Walk","Jaunt"
"3354","Horrify","Face of Death"
"3355","Fetish Army","Legion of Daggers"
"3356","Big Bad Voodoo","Slam Dance"
"3357","Pierce the Veil","Passive"
"3358","Spirit Vessel","Passive"
"3359","Gruesome Feast","Passive"
"3360","Fetish Sycophants","Passive"
"3361","Plague of Toads","Rain of Toads"
"3362","Spirit Walk","Jaunt"
"3363","Summon Zombie Dogs","Leeching Beasts"
"3364","Big Bad Voodoo","Slam Dance"
"3365","Fetish Army","Legion of Daggers"
"3366","Piranhas","Wave of Mutilation"
"3367","Fetish Sycophants","Passive"
"3368","Fierce Loyalty","Passive"
"3369","Pierce the Veil","Passive"
"3370","Midnight Feast","Passive"
"3371","Plague of Toads","Rain of Toads"
"3372","Sacrifice","Black Blood"
"3373","Big Bad Voodoo","Slam Dance"
"3374","Piranhas","Piranhado"
"3375","Spirit Walk","Jaunt"
"3376","Fetish Army","Legion of Daggers"
"3377","Zombie Handler","Passive"
"3378","Fetish Sycophants","Passive"
"3379","Spirit Vessel","Passive"
"3380","Gruesome Feast","Passive"
"3381","Plague of Toads","Rain of Toads"
"3382","Big Bad Voodoo","Slam Dance"
"3383","Summon Zombie Dogs","Leeching Beasts"
"3384","Spirit Walk","Jaunt"
"3385","Piranhas","Piranhado"
"3386","Fetish Army","Legion of Daggers"
"3387","Spirit Vessel","Passive"
"3388","Pierce the Veil","Passive"
"3389","Fetish Sycophants","Passive"
"3390","Midnight Feast","Passive"
"3391","Piranhas","Piranhado"
"3392","Plague of Toads","Rain of Toads"
"3393","Mass Confusion","Paranoia"
"3394","Fetish Army","Legion of Daggers"
"3395","Big Bad Voodoo","Slam Dance"
"3396","Spirit Walk","Jaunt"
"3397","Pierce the Veil","Passive"
"3398","Spirit Vessel","Passive"
"3399","Grave Injustice","Passive"
"3400","Fetish Sycophants","Passive"
"3401","Haunt","Resentful Spirits"
"3402","Soul Harvest","Siphon"
"3403","Locust Swarm","Pestilence"
"3404","Piranhas","Piranhado"
"3405","Spirit Walk","Jaunt"
"3406","Horrify","Frightening Aspect"
"3407","Pierce the Veil","Passive"
"3408","Grave Injustice","Passive"
"3409","Spirit Vessel","Passive"
"3410","Creeping Death","Passive"
"3411","Fetish Army","Head Hunters"
"3412","Piranhas","Piranhado"
"3413","Spirit Walk","Jaunt"
"3414","Horrify","Face of Death"
"3415","Big Bad Voodoo","Slam Dance"
"3416","Mass Confusion","Paranoia"
"3417","Creeping Death","Passive"
"3418","Tribal Rites","Passive"
"3419","Grave Injustice","Passive"
"3420","Spirit Vessel","Passive"
"3421","Plague of Toads","Rain of Toads"
"3422","Piranhas","Frozen Piranhas"
"3423","Spirit Walk","Jaunt"
"3424","Fetish Army","Tiki Torchers"
"3425","Big Bad Voodoo","Slam Dance"
"3426","Summon Zombie Dogs","Burning Dogs"
"3427","Pierce the Veil","Passive"
"3428","Midnight Feast","Passive"
"3429","Fierce Loyalty","Passive"
"3430","Fetish Sycophants","Passive"
"3431","Plague of Toads","Rain of Toads"
"3432","Big Bad Voodoo","Slam Dance"
"3433","Summon Zombie Dogs","Final Gift"
"3434","Horrify","Face of Death"
"3435","Sacrifice","Provoke the Pack"
"3436","Fetish Army","Legion of Daggers"
"3437","Fetish Sycophants","Passive"
"3438","Spirit Vessel","Passive"
"3439","Gruesome Feast","Passive"
"3440","Pierce the Veil","Passive"
"3441","Plague of Toads","Rain of Toads"
"3442","Fetish Army","Legion of Daggers"
"3443","Spirit Walk","Jaunt"
"3444","Summon Zombie Dogs","Rabid Dogs"
"3445","Piranhas","Piranhado"
"3446","Big Bad Voodoo","Slam Dance"
"3447","Spirit Vessel","Passive"
"3448","Fetish Sycophants","Passive"
"3449","Fierce Loyalty","Passive"
"3450","Pierce the Veil","Passive"
"3451","Haunt","Resentful Spirits"
"3452","Locust Swarm","Pestilence"
"3453","Soul Harvest","Siphon"
"3454","Piranhas","Piranhado"
"3455","Spirit Walk","Jaunt"
"3456","Horrify","Frightening Aspect"
"3457","Grave Injustice","Passive"
"3458","Creeping Death","Passive"
"3459","Gruesome Feast","Passive"
"3460","Spirit Vessel","Passive"
"3461","Piranhas","Frozen Piranhas"
"3462","Plague of Toads","Rain of Toads"
"3463","Sacrifice","Provoke the Pack"
"3464","Horrify","Face of Death"
"3465","Fetish Army","Legion of Daggers"
"3466","Big Bad Voodoo","Slam Dance"
"3467","Spirit Vessel","Passive"
"3468","Fetish Sycophants","Passive"
"3469","Pierce the Veil","Passive"
"3470","Gruesome Feast","Passive"
"3471","Haunt","Resentful Spirits"
"3472","Big Bad Voodoo","Slam Dance"
"3473","Summon Zombie Dogs","Life Link"
"3474","Piranhas","Piranhado"
"3475","Fetish Army","Legion of Daggers"
"3476","Spirit Walk","Jaunt"
"3477","Pierce the Veil","Passive"
"3478","Creeping Death","Passive"
"3479","Spirit Vessel","Passive"
"3480","Grave Injustice","Passive"
"3481","Plague of Toads","Rain of Toads"
"3482","Sacrifice","Provoke the Pack"
"3483","Spirit Walk","Jaunt"
"3484","Big Bad Voodoo","Boogie Man"
"3485","Fetish Army","Legion of Daggers"
"3486","Summon Zombie Dogs","Final Gift"
"3487","Fetish Sycophants","Passive"
"3488","Grave Injustice","Passive"
"3489","Pierce the Veil","Passive"
"3490","Gruesome Feast","Passive"
"3491","Haunt","Resentful Spirits"
"3492","Locust Swarm","Pestilence"
"3493","Spirit Walk","Jaunt"
"3494","Piranhas","Piranhado"
"3495","Soul Harvest","Siphon"
"3496","Horrify","Frightening Aspect"
"3497","Pierce the Veil","Passive"
"3498","Spirit Vessel","Passive"
"3499","Creeping Death","Passive"
"3500","Grave Injustice","Passive"
"3501","Haunt","Resentful Spirits"
"3502","Spirit Walk","Jaunt"
"3503","Soul Harvest","Siphon"
"3504","Locust Swarm","Pestilence"
"3505","Piranhas","Piranhado"
"3506","Horrify","Frightening Aspect"
"3507","Spirit Vessel","Passive"
"3508","Grave Injustice","Passive"
"3509","Creeping Death","Passive"
"3510","Pierce the Veil","Passive"
"3511","Zombie Charger","Pile On"
"3512","Gargantuan","Wrathful Protector"
"3513","Mass Confusion","Paranoia"
"3514","Summon Zombie Dogs","Leeching Beasts"
"3515","Big Bad Voodoo","Slam Dance"
"3516","Fetish Army","Legion of Daggers"
"3517","Midnight Feast","Passive"
"3518","Fetish Sycophants","Passive"
"3519","Zombie Handler","Passive"
"3520","Pierce the Veil","Passive"
"3521","Haunt","Resentful Spirits"
"3522","Piranhas","Piranhado"
"3523","Horrify","Ruthless Terror"
"3524","Spirit Walk","Jaunt"
"3525","Soul Harvest","Siphon"
"3526","Locust Swarm","Pestilence"
"3527","Spirit Vessel","Passive"
"3528","Pierce the Veil","Passive"
"3529","Grave Injustice","Passive"
"3530","Creeping Death","Passive"
"3531","Plague of Toads","Rain of Toads"
"3532","Big Bad Voodoo","Slam Dance"
"3533","Fetish Army","Head Hunters"
"3534","Summon Zombie Dogs","Rabid Dogs"
"3535","Spirit Walk","Jaunt"
"3536","Piranhas","Piranhado"
"3537","Midnight Feast","Passive"
"3538","Fetish Sycophants","Passive"
"3539","Tribal Rites","Passive"
"3540","Fierce Loyalty","Passive"
"3541","Haunt","Resentful Spirits"
"3542","Piranhas","Piranhado"
"3543","Spirit Walk","Honored Guest"
"3544","Soul Harvest","Siphon"
"3545","Horrify","Face of Death"
"3546","Locust Swarm","Pestilence"
"3547","Creeping Death","Passive"
