"","Spell","Rune"
"1985","Big Bad Voodoo","Slam Dance"
"1986","Summon Zombie Dogs","Burning Dogs"
"1987","Pierce the Veil","Passive"
"1988","Midnight Feast","Passive"
"1989","Zombie Handler","Passive"
"1990","Gruesome Feast","Passive"
"1991","Haunt","Poisoned Spirit"
"1992","Horrify","Face of Death"
"1993","Spirit Walk","Jaunt"
"1994","Fetish Army","Legion of Daggers"
"1995","Piranhas","Piranhado"
"1996","Big Bad Voodoo","Slam Dance"
"1997","Jungle Fortitude","Passive"
"1998","Zombie Handler","Passive"
"1999","Spirit Vessel","Passive"
"2000","Creeping Death","Passive"
"2001","Poison Dart","Snake to the Face"
"2002","Fetish Army","Legion of Daggers"
"2003","Spirit Walk","Jaunt"
"2004","Big Bad Voodoo","Slam Dance"
"2005","Wall of Zombies","Wrecking Crew"
"2006","Piranhas","Piranhado"
"2007","Fetish Sycophants","Passive"
"2008","Tribal Rites","Passive"
"2009","Spirit Vessel","Passive"
"2010","Pierce the Veil","Passive"
"2011","Mass Confusion","Paranoia"
"2012","Horrify","Face of Death"
"2013","Fetish Army","Head Hunters"
"2014","Spirit Walk","Jaunt"
"2015","Piranhas","Piranhado"
"2016","Big Bad Voodoo","Slam Dance"
"2017","Tribal Rites","Passive"
"2018","Jungle Fortitude","Passive"
"2019","Creeping Death","Passive"
"2020","Spirit Vessel","Passive"
"2021","Plague of Toads","Rain of Toads"
"2022","Horrify","Face of Death"
"2023","Spirit Walk","Jaunt"
"2024","Fetish Army","Legion of Daggers"
"2025","Piranhas","Piranhado"
"2026","Big Bad Voodoo","Slam Dance"
"2027","Spirit Vessel","Passive"
"2028","Gruesome Feast","Passive"
"2029","Pierce the Veil","Passive"
"2030","Jungle Fortitude","Passive"
"2031","Haunt","Resentful Spirits"
"2032","Locust Swarm","Pestilence"
"2033","Soul Harvest","Siphon"
"2034","Piranhas","Piranhado"
"2035","Spirit Walk","Jaunt"
"2036","Horrify","Face of Death"
"2037","Spirit Vessel","Passive"
"2038","Pierce the Veil","Passive"
"2039","Grave Injustice","Passive"
"2040","Creeping Death","Passive"
"2041","Locust Swarm","Pestilence"
"2042","Haunt","Poisoned Spirit"
"2043","Spirit Walk","Jaunt"
"2044","Soul Harvest","Swallow Your Soul"
"2045","Piranhas","Piranhado"
"2046","Horrify","Frightening Aspect"
"2047","Grave Injustice","Passive"
"2048","Creeping Death","Passive"
"2049","Pierce the Veil","Passive"
"2050","Spirit Vessel","Passive"
"2051","Haunt","Resentful Spirits"
"2052","Spirit Walk","Jaunt"
"2053","Hex","Angry Chicken"
"2054","Horrify","Stalker"
"2055","Soul Harvest","Siphon"
"2056","Piranhas","Piranhado"
"2057","Grave Injustice","Passive"
"2058","Spirit Vessel","Passive"
"2059","Gruesome Feast","Passive"
"2060","Creeping Death","Passive"
"2061","Plague of Toads","Rain of Toads"
"2062","Spirit Walk","Jaunt"
"2063","Piranhas","Piranhado"
"2064","Fetish Army","Legion of Daggers"
"2065","Big Bad Voodoo","Slam Dance"
"2066","Summon Zombie Dogs","Life Link"
"2067","Gruesome Feast","Passive"
"2068","Grave Injustice","Passive"
"2069","Pierce the Veil","Passive"
"2070","Fetish Sycophants","Passive"
"2071","Fetish Army","Legion of Daggers"
"2072","Piranhas","Piranhado"
"2073","Spirit Walk","Jaunt"
"2074","Horrify","Frightening Aspect"
"2075","Big Bad Voodoo","Slam Dance"
"2076","Mass Confusion","Paranoia"
"2077","Tribal Rites","Passive"
"2078","Creeping Death","Passive"
"2079","Grave Injustice","Passive"
"2080","Spirit Vessel","Passive"
"2081","Locust Swarm","Pestilence"
"2082","Haunt","Poisoned Spirit"
"2083","Spirit Walk","Jaunt"
"2084","Piranhas","Piranhado"
"2085","Soul Harvest","Siphon"
"2086","Horrify","Stalker"
"2087","Spirit Vessel","Passive"
"2088","Creeping Death","Passive"
"2089","Grave Injustice","Passive"
"2090","Gruesome Feast","Passive"
"2091","Plague of Toads","Rain of Toads"
"2092","Spirit Walk","Jaunt"
"2093","Piranhas","Piranhado"
"2094","Fetish Army","Tiki Torchers"
"2095","Big Bad Voodoo","Slam Dance"
"2096","Summon Zombie Dogs","Leeching Beasts"
"2097","Fetish Sycophants","Passive"
"2098","Jungle Fortitude","Passive"
"2099","Gruesome Feast","Passive"
"2100","Pierce the Veil","Passive"
"2101","Plague of Toads","Rain of Toads"
"2102","Piranhas","Piranhado"
"2103","Spirit Walk","Jaunt"
"2104","Fetish Army","Legion of Daggers"
"2105","Big Bad Voodoo","Slam Dance"
"2106","Horrify","Face of Death"
"2107","Gruesome Feast","Passive"
"2108","Pierce the Veil","Passive"
"2109","Spirit Vessel","Passive"
"2110","Fetish Sycophants","Passive"
"2111","Poison Dart","Snake to the Face"
"2112","Piranhas","Piranhado"
"2113","Spirit Walk","Jaunt"
"2114","Horrify","Face of Death"
"2115","Big Bad Voodoo","Slam Dance"
"2116","Fetish Army","Legion of Daggers"
"2117","Spirit Vessel","Passive"
"2118","Fetish Sycophants","Passive"
"2119","Gruesome Feast","Passive"
"2120","Pierce the Veil","Passive"
"2121","Haunt","Poisoned Spirit"
"2122","Locust Swarm","Pestilence"
"2123","Horrify","Frightening Aspect"
"2124","Piranhas","Piranhado"
"2125","Spirit Walk","Jaunt"
"2126","Soul Harvest","Siphon"
"2127","Pierce the Veil","Passive"
"2128","Spirit Vessel","Passive"
"2129","Creeping Death","Passive"
"2130","Grave Injustice","Passive"
"2131","Sacrifice","Provoke the Pack"
"2132","Plague of Toads","Rain of Toads"
"2133","Spirit Walk","Jaunt"
"2134","Fetish Army","Legion of Daggers"
"2135","Horrify","Face of Death"
"2136","Big Bad Voodoo","Slam Dance"
"2137","Pierce the Veil","Passive"
"2138","Fetish Sycophants","Passive"
"2139","Spirit Vessel","Passive"
"2140","Gruesome Feast","Passive"
"2141","Piranhas","Piranhado"
"2142","Soul Harvest","Siphon"
"2143","Haunt","Poisoned Spirit"
"2144","Horrify","Ruthless Terror"
"2145","Locust Swarm","Pestilence"
"2146","Spirit Walk","Jaunt"
"2147","Spirit Vessel","Passive"
"2148","Pierce the Veil","Passive"
"2149","Grave Injustice","Passive"
"2150","Creeping Death","Passive"
"2151","Firebats","Vampire Bats"
"2152","Piranhas","Piranhado"
"2153","Big Bad Voodoo","Slam Dance"
"2154","Summon Zombie Dogs","Burning Dogs"
"2155","Fetish Army","Legion of Daggers"
"2156","Gargantuan","Wrathful Protector"
"2157","Grave Injustice","Passive"
"2158","Pierce the Veil","Passive"
"2159","Fetish Sycophants","Passive"
"2160","Jungle Fortitude","Passive"
"2161","Locust Swarm","Pestilence"
"2162","Piranhas","Piranhado"
"2163","Spirit Walk","Jaunt"
"2164","Soul Harvest","Siphon"
"2165","Haunt","Poisoned Spirit"
"2166","Horrify","Frightening Aspect"
"2167","Creeping Death","Passive"
"2168","Grave Injustice","Passive"
"2169","Spirit Vessel","Passive"
"2170","Pierce the Veil","Passive"
"2171","Poison Dart","Snake to the Face"
"2172","Piranhas","Piranhado"
"2173","Mass Confusion","Paranoia"
"2174","Fetish Army","Legion of Daggers"
"2175","Big Bad Voodoo","Slam Dance"
"2176","Spirit Walk","Jaunt"
"2177","Fetish Sycophants","Passive"
"2178","Gruesome Feast","Passive"
"2179","Pierce the Veil","Passive"
"2180","Grave Injustice","Passive"
"2181","Summon Zombie Dogs","Leeching Beasts"
"2182","Plague of Toads","Rain of Toads"
"2183","Big Bad Voodoo","Slam Dance"
"2184","Spirit Walk","Jaunt"
"2185","Gargantuan","Restless Giant"
"2186","Fetish Army","Legion of Daggers"
"2187","Fetish Sycophants","Passive"
"2188","Spirit Vessel","Passive"
"2189","Pierce the Veil","Passive"
"2190","Grave Injustice","Passive"
"2191","Haunt","Poisoned Spirit"
"2192","Piranhas","Piranhado"
"2193","Spirit Walk","Jaunt"
"2194","Soul Harvest","Siphon"
"2195","Locust Swarm","Pestilence"
"2196","Horrify","Frightening Aspect"
"2197","Pierce the Veil","Passive"
"2198","Creeping Death","Passive"
"2199","Grave Injustice","Passive"
"2200","Spirit Vessel","Passive"
"2201","Plague of Toads","Rain of Toads"
"2202","Big Bad Voodoo","Slam Dance"
"2203","Fetish Army","Legion of Daggers"
"2204","Spirit Walk","Jaunt"
"2205","Horrify","Face of Death"
"2206","Sacrifice","Provoke the Pack"
"2207","Pierce the Veil","Passive"
"2208","Gruesome Feast","Passive"
"2209","Spirit Vessel","Passive"
"2210","Fetish Sycophants","Passive"
"2211","Plague of Toads","Rain of Toads"
"2212","Horrify","Face of Death"
"2213","Big Bad Voodoo","Slam Dance"
"2214","Spirit Walk","Jaunt"
"2215","Fetish Army","Legion of Daggers"
"2216","Sacrifice","Provoke the Pack"
"2217","Gruesome Feast","Passive"
"2218","Spirit Vessel","Passive"
"2219","Pierce the Veil","Passive"
"2220","Fetish Sycophants","Passive"
"2221","Haunt","Resentful Spirits"
"2222","Spirit Walk","Jaunt"
"2223","Soul Harvest","Siphon"
"2224","Locust Swarm","Pestilence"
"2225","Piranhas","Piranhado"
"2226","Horrify","Face of Death"
"2227","Spirit Vessel","Passive"
"2228","Grave Injustice","Passive"
"2229","Gruesome Feast","Passive"
"2230","Pierce the Veil","Passive"
"2231","Haunt","Poisoned Spirit"
"2232","Big Bad Voodoo","Slam Dance"
"2233","Spirit Walk","Jaunt"
"2234","Piranhas","Piranhado"
"2235","Horrify","Face of Death"
"2236","Fetish Army","Head Hunters"
"2237","Creeping Death","Passive"
"2238","Jungle Fortitude","Passive"
"2239","Grave Injustice","Passive"
"2240","Spirit Vessel","Passive"
"2241","Plague of Toads","Rain of Toads"
"2242","Big Bad Voodoo","Slam Dance"
"2243","Spirit Walk","Jaunt"
"2244","Summon Zombie Dogs","Leeching Beasts"
"2245","Haunt","Poisoned Spirit"
"2246","Fetish Army","Legion of Daggers"
"2247","Spirit Vessel","Passive"
"2248","Fetish Sycophants","Passive"
"2249","Jungle Fortitude","Passive"
"2250","Pierce the Veil","Passive"
"2251","Plague of Toads","Rain of Toads"
"2252","Piranhas","Piranhado"
"2253","Spirit Walk","Jaunt"
"2254","Summon Zombie Dogs","Life Link"
"2255","Big Bad Voodoo","Slam Dance"
"2256","Fetish Army","Legion of Daggers"
"2257","Pierce the Veil","Passive"
"2258","Midnight Feast","Passive"
"2259","Fetish Sycophants","Passive"
"2260","Spirit Vessel","Passive"
"2261","Plague of Toads","Rain of Toads"
"2262","Fetish Army","Legion of Daggers"
"2263","Piranhas","Frozen Piranhas"
"2264","Big Bad Voodoo","Slam Dance"
"2265","Spirit Walk","Jaunt"
"2266","Summon Zombie Dogs","Leeching Beasts"
"2267","Fetish Sycophants","Passive"
"2268","Spirit Vessel","Passive"
"2269","Pierce the Veil","Passive"
"2270","Midnight Feast","Passive"
"2271","Plague of Toads","Rain of Toads"
"2272","Piranhas","Piranhado"
"2273","Spirit Walk","Jaunt"
"2274","Horrify","Face of Death"
"2275","Mass Confusion","Paranoia"
"2276","Big Bad Voodoo","Slam Dance"
"2277","Creeping Death","Passive"
"2278","Grave Injustice","Passive"
"2279","Tribal Rites","Passive"
"2280","Spirit Vessel","Passive"
"2281","Plague of Toads","Rain of Toads"
"2282","Sacrifice","Provoke the Pack"
"2283","Spirit Walk","Jaunt"
"2284","Fetish Army","Legion of Daggers"
"2285","Horrify","Stalker"
"2286","Big Bad Voodoo","Slam Dance"
"2287","Zombie Handler","Passive"
"2288","Gruesome Feast","Passive"
"2289","Grave Injustice","Passive"
"2290","Fetish Sycophants","Passive"
"2291","Poison Dart","Snake to the Face"
"2292","Big Bad Voodoo","Slam Dance"
"2293","Fetish Army","Legion of Daggers"
"2294","Spirit Walk","Jaunt"
"2295","Piranhas","Piranhado"
"2296","Summon Zombie Dogs","Leeching Beasts"
"2297","Pierce the Veil","Passive"
"2298","Grave Injustice","Passive"
"2299","Fierce Loyalty","Passive"
"2300","Fetish Sycophants","Passive"
"2301","Plague of Toads","Rain of Toads"
"2302","Piranhas","Frozen Piranhas"
"2303","Spirit Walk","Jaunt"
"2304","Summon Zombie Dogs","Rabid Dogs"
"2305","Fetish Army","Head Hunters"
"2306","Big Bad Voodoo","Slam Dance"
"2307","Fetish Sycophants","Passive"
"2308","Midnight Feast","Passive"
"2309","Pierce the Veil","Passive"
"2310","Fierce Loyalty","Passive"
"2311","Piranhas","Piranhado"
"2312","Horrify","Face of Death"
"2313","Haunt","Poisoned Spirit"
"2314","Fetish Army","Tiki Torchers"
"2315","Big Bad Voodoo","Slam Dance"
"2316","Spirit Walk","Jaunt"
"2317","Jungle Fortitude","Passive"
"2318","Tribal Rites","Passive"
"2319","Spirit Vessel","Passive"
"2320","Creeping Death","Passive"
"2321","Piranhas","Piranhado"
"2322","Horrify","Face of Death"
"2323","Big Bad Voodoo","Slam Dance"
"2324","Fetish Army","Legion of Daggers"
"2325","Spirit Walk","Jaunt"
"2326","Mass Confusion","Paranoia"
"2327","Zombie Handler","Passive"
"2328","Grave Injustice","Passive"
"2329","Tribal Rites","Passive"
"2330","Spirit Vessel","Passive"
"2331","Fetish Army","Legion of Daggers"
"2332","Piranhas","Piranhado"
"2333","Summon Zombie Dogs","Final Gift"
"2334","Spirit Walk","Jaunt"
"2335","Horrify","Face of Death"
"2336","Big Bad Voodoo","Slam Dance"
"2337","Spirit Vessel","Passive"
"2338","Zombie Handler","Passive"
"2339","Tribal Rites","Passive"
"2340","Grave Injustice","Passive"
"2341","Haunt","Poisoned Spirit"
"2342","Locust Swarm","Pestilence"
"2343","Soul Harvest","Swallow Your Soul"
"2344","Piranhas","Piranhado"
"2345","Spirit Walk","Jaunt"
"2346","Horrify","Face of Death"
"2347","Creeping Death","Passive"
"2348","Grave Injustice","Passive"
"2349","Pierce the Veil","Passive"
"2350","Spirit Vessel","Passive"
"2351","Haunt","Resentful Spirits"
"2352","Horrify","Stalker"
"2353","Soul Harvest","Siphon"
"2354","Piranhas","Piranhado"
"2355","Spirit Walk","Jaunt"
"2356","Locust Swarm","Pestilence"
"2357","Pierce the Veil","Passive"
"2358","Grave Injustice","Passive"
"2359","Creeping Death","Passive"
"2360","Spirit Vessel","Passive"
"2361","Haunt","Poisoned Spirit"
"2362","Piranhas","Piranhado"
"2363","Soul Harvest","Siphon"
"2364","Spirit Walk","Jaunt"
"2365","Horrify","Face of Death"
"2366","Locust Swarm","Pestilence"
"2367","Pierce the Veil","Passive"
"2368","Gruesome Feast","Passive"
"2369","Creeping Death","Passive"
"2370","Grave Injustice","Passive"
"2371","Poison Dart","Snake to the Face"
"2372","Piranhas","Piranhado"
"2373","Spirit Walk","Jaunt"
"2374","Wall of Zombies","Wrecking Crew"
"2375","Big Bad Voodoo","Slam Dance"
"2376","Fetish Army","Legion of Daggers"
"2377","Grave Injustice","Passive"
"2378","Gruesome Feast","Passive"
"2379","Fetish Sycophants","Passive"
"2380","Pierce the Veil","Passive"
"2381","Haunt","Resentful Spirits"
"2382","Locust Swarm","Pestilence"
"2383","Spirit Walk","Jaunt"
"2384","Horrify","Face of Death"
"2385","Soul Harvest","Siphon"
"2386","Piranhas","Piranhado"
"2387","Spirit Vessel","Passive"
"2388","Pierce the Veil","Passive"
"2389","Grave Injustice","Passive"
"2390","Creeping Death","Passive"
"2391","Poison Dart","Splinters"
"2392","Piranhas","Piranhado"
"2393","Spirit Walk","Jaunt"
"2394","Summon Zombie Dogs","Leeching Beasts"
"2395","Fetish Army","Legion of Daggers"
"2396","Haunt","Poisoned Spirit"
"2397","Fierce Loyalty","Passive"
"2398","Grave Injustice","Passive"
"2399","Pierce the Veil","Passive"
"2400","Fetish Sycophants","Passive"
"2401","Haunt","Poisoned Spirit"
"2402","Piranhas","Piranhado"
"2403","Spirit Walk","Jaunt"
"2404","Soul Harvest","Siphon"
"2405","Horrify","Frightening Aspect"
"2406","Locust Swarm","Pestilence"
"2407","Spirit Vessel","Passive"
"2408","Grave Injustice","Passive"
"2409","Gruesome Feast","Passive"
"2410","Creeping Death","Passive"
"2411","Plague of Toads","Rain of Toads"
"2412","Sacrifice","Provoke the Pack"
"2413","Spirit Walk","Jaunt"
"2414","Horrify","Face of Death"
"2415","Fetish Army","Legion of Daggers"
"2416","Big Bad Voodoo","Slam Dance"
"2417","Fierce Loyalty","Passive"
"2418","Grave Injustice","Passive"
"2419","Spirit Vessel","Passive"
"2420","Fetish Sycophants","Passive"
"2421","Fetish Army","Legion of Daggers"
"2422","Big Bad Voodoo","Slam Dance"
"2423","Spirit Walk","Jaunt"
"2424","Horrify","Face of Death"
"2425","Piranhas","Piranhado"
"2426","Mass Confusion","Paranoia"
"2427","Grave Injustice","Passive"
"2428","Jungle Fortitude","Passive"
"2429","Tribal Rites","Passive"
"2430","Spirit Vessel","Passive"
"2431","Haunt","Poisoned Spirit"
"2432","Piranhas","Piranhado"
"2433","Soul Harvest","Swallow Your Soul"
"2434","Spirit Walk","Jaunt"
"2435","Locust Swarm","Pestilence"
"2436","Horrify","Stalker"
"2437","Spirit Vessel","Passive"
"2438","Pierce the Veil","Passive"
"2439","Grave Injustice","Passive"
"2440","Creeping Death","Passive"
"2441","Corpse Spiders","Spider Queen"
"2442","Fetish Army","Head Hunters"
"2443","Summon Zombie Dogs","Rabid Dogs"
"2444","Spirit Walk","Jaunt"
"2445","Big Bad Voodoo","Slam Dance"
"2446","Piranhas","Piranhado"
"2447","Spirit Vessel","Passive"
"2448","Pierce the Veil","Passive"
"2449","Grave Injustice","Passive"
"2450","Fetish Sycophants","Passive"
"2451","Plague of Toads","Explosive Toads"
"2452","Gargantuan","Wrathful Protector"
"2453","Big Bad Voodoo","Slam Dance"
"2454","Spirit Walk","Umbral Shock"
"2455","Fetish Army","Tiki Torchers"
"2456","Summon Zombie Dogs","Burning Dogs"
"2457","Fetish Sycophants","Passive"
"2458","Pierce the Veil","Passive"
"2459","Grave Injustice","Passive"
"2460","Tribal Rites","Passive"
"2461","Haunt","Resentful Spirits"
"2462","Locust Swarm","Pestilence"
"2463","Horrify","Frightening Aspect"
"2464","Soul Harvest","Siphon"
"2465","Spirit Walk","Jaunt"
"2466","Piranhas","Piranhado"
"2467","Creeping Death","Passive"
"2468","Grave Injustice","Passive"
"2469","Gruesome Feast","Passive"
"2470","Spirit Vessel","Passive"
"2471","Haunt","Poisoned Spirit"
"2472","Piranhas","Piranhado"
"2473","Locust Swarm","Pestilence"
"2474","Horrify","Frightening Aspect"
"2475","Soul Harvest","Siphon"
"2476","Spirit Walk","Jaunt"
"2477","Circle of Life","Passive"
"2478","Pierce the Veil","Passive"
"2479","Grave Injustice","Passive"
"2480","Creeping Death","Passive"
"2481","Fetish Army","Tiki Torchers"
"2482","Haunt","Poisoned Spirit"
"2483","Horrify","Face of Death"
"2484","Big Bad Voodoo","Slam Dance"
"2485","Piranhas","Frozen Piranhas"
"2486","Spirit Walk","Jaunt"
"2487","Spirit Vessel","Passive"
"2488","Grave Injustice","Passive"
"2489","Creeping Death","Passive"
"2490","Tribal Rites","Passive"
"2491","Plague of Toads","Rain of Toads"
"2492","Haunt","Poisoned Spirit"
"2493","Spirit Walk","Jaunt"
"2494","Big Bad Voodoo","Slam Dance"
"2495","Fetish Army","Legion of Daggers"
"2496","Summon Zombie Dogs","Rabid Dogs"
"2497","Pierce the Veil","Passive"
"2498","Fetish Sycophants","Passive"
"2499","Midnight Feast","Passive"
"2500","Fierce Loyalty","Passive"
"2501","Fetish Army","Head Hunters"
"2502","Horrify","Face of Death"
"2503","Piranhas","Piranhado"
"2504","Spirit Walk","Jaunt"
"2505","Haunt","Poisoned Spirit"
"2506","Big Bad Voodoo","Slam Dance"
"2507","Creeping Death","Passive"
"2508","Jungle Fortitude","Passive"
"2509","Grave Injustice","Passive"
"2510","Spirit Vessel","Passive"
"2511","Firebomb","Ghost Bomb"
"2512","Piranhas","Piranhado"
"2513","Summon Zombie Dogs","Burning Dogs"
"2514","Big Bad Voodoo","Slam Dance"
"2515","Locust Swarm","Searing Locusts"
"2516","Fetish Army","Tiki Torchers"
"2517","Grave Injustice","Passive"
"2518","Midnight Feast","Passive"
"2519","Pierce the Veil","Passive"
"2520","Creeping Death","Passive"
"2521","Plague of Toads","Rain of Toads"
"2522","Piranhas","Frozen Piranhas"
"2523","Spirit Walk","Jaunt"
"2524","Fetish Army","Legion of Daggers"
"2525","Big Bad Voodoo","Slam Dance"
"2526","Summon Zombie Dogs","Rabid Dogs"
"2527","Pierce the Veil","Passive"
"2528","Fetish Sycophants","Passive"
"2529","Fierce Loyalty","Passive"
"2530","Gruesome Feast","Passive"
"2531","Piranhas","Piranhado"
"2532","Locust Swarm","Pestilence"
"2533","Soul Harvest","Siphon"
"2534","Horrify","Frightening Aspect"
"2535","Spirit Walk","Jaunt"
"2536","Haunt","Resentful Spirits"
"2537","Grave Injustice","Passive"
"2538","Jungle Fortitude","Passive"
"2539","Creeping Death","Passive"
"2540","Spirit Vessel","Passive"
"2541","Haunt","Resentful Spirits"
"2542","Locust Swarm","Pestilence"
"2543","Spirit Walk","Jaunt"
"2544","Soul Harvest","Siphon"
"2545","Piranhas","Piranhado"
"2546","Horrify","Ruthless Terror"
"2547","Grave Injustice","Passive"
"2548","Pierce the Veil","Passive"
"2549","Spirit Vessel","Passive"
"2550","Creeping Death","Passive"
"2551","Haunt","Poisoned Spirit"
"2552","Horrify","Face of Death"
"2553","Locust Swarm","Pestilence"
"2554","Soul Harvest","Siphon"
"2555","Spirit Walk","Jaunt"
"2556","Piranhas","Piranhado"
"2557","Pierce the Veil","Passive"
"2558","Grave Injustice","Passive"
"2559","Spirit Vessel","Passive"
"2560","Creeping Death","Passive"
"2561","Fetish Army","Legion of Daggers"
"2562","Haunt","Poisoned Spirit"
"2563","Piranhas","Piranhado"
"2564","Big Bad Voodoo","Slam Dance"
"2565","Spirit Walk","Jaunt"
"2566","Horrify","Face of Death"
"2567","Tribal Rites","Passive"
"2568","Fetish Sycophants","Passive"
"2569","Creeping Death","Passive"
"2570","Spirit Vessel","Passive"
"2571","Piranhas","Piranhado"
"2572","Horrify","Face of Death"
"2573","Fetish Army","Devoted Following"
"2574","Spirit Walk","Jaunt"
"2575","Mass Confusion","Paranoia"
"2576","Big Bad Voodoo","Slam Dance"
"2577","Jungle Fortitude","Passive"
"2578","Grave Injustice","Passive"
"2579","Zombie Handler","Passive"
"2580","Spirit Vessel","Passive"
"2581","Haunt","Poisoned Spirit"
"2582","Piranhas","Piranhado"
"2583","Horrify","Frightening Aspect"
"2584","Soul Harvest","Siphon"
"2585","Spirit Walk","Jaunt"
"2586","Locust Swarm","Pestilence"
"2587","Pierce the Veil","Passive"
"2588","Grave Injustice","Passive"
"2589","Creeping Death","Passive"
"2590","Spirit Vessel","Passive"
